Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2003-10-29T08:14:00,60,MAW,62.88,-67.61,90.27,-70.25,9.83,160.25,-66.67,54.68,553.2,-6.7,-900.4,212.9,-510.6,-900.4
2003-10-29T08:14:00,60,MBO,343.03,14.38,57.82,1.31,7.66,88.69,-8.99,74.09,-126.2,6.4,54.5,-123.6,26,54.5
2003-10-29T08:14:00,60,MCM,166.67,-77.85,-32.9,-79.92,1.62,169.92,144.65,81.85,148.6,-756.1,200.7,316.3,702.7,200.7
2003-10-29T08:14:00,60,MCQ,158.95,-54.5,-111.74,-64.39,20.36,154.39,31.84,88.43,125.3,237.4,281.9,-18.8,267.8,281.9
2003-10-29T08:14:00,60,MEA,246.65,54.62,-53.74,61.94,0.23,28.06,17.92,137.26,80.9,-107.3,-342.5,110,-77.2,-342.5
2003-10-29T08:14:00,60,MGD,150.86,59.97,-140.35,53.9,18.45,36.1,-11.31,105.74,27.7,18.6,192.9,30.8,12.8,192.9
2003-10-29T08:14:00,60,MLT,30.89,29.52,102.5,21.93,10.64,68.07,3.13,47.65,-85.2,62.2,1.7,-88.5,57.4,1.7
2003-10-29T08:14:00,60,MMB,144.19,43.91,-144.33,37.13,18.19,52.87,-9.04,100.46,-95.6,-6.3,14.1,-95.4,8.8,14.1
2003-10-29T08:14:00,60,MSR,142.27,44.37,-146.03,37.66,18.08,52.34,-9.59,99.17,-84,-17.2,-20.2,-85.7,-2.9,-20.2
2003-10-29T08:14:00,60,MUO,23.53,68.02,105.01,64.74,10.81,25.26,8.21,84,-360.1,204.9,146.9,-385.7,151.4,146.9
2003-10-29T08:14:00,60,MUT,121.02,14.37,-167.38,7.21,16.65,82.79,-1.17,73.33,-118,16.7,24.1,-117.6,19.2,24.1
2003-10-29T08:14:00,60,NAL,11.95,78.92,110.45,76.24,11.17,13.76,1.34,94.84,-16.2,770.4,414,-34.3,769.8,414
2003-10-29T08:14:00,60,NAQ,314.56,61.16,43.08,65.93,6.68,24.07,-27.87,105.47,-789.2,-9.3,291.9,-702,360.7,291.9
2003-10-29T08:14:00,60,NCK,16.72,47.63,91.33,42.87,9.9,47.13,2.68,68.8,-78.4,37.1,21.1,-80.1,33.4,21.1
